#TYPE System.Diagnostics.Process
"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"Agent.Listener","0","596","2203924553728","59355136","61296640","54680","C:\azagent\A3\bin\Agent.Listener.exe","Agent.Listener","32.921875","2.186.1.0","2.186.1","Agent.Listener","Agent.Listener","Process","10",,"False",,"6008","Microsoft.Win32.SafeHandles.SafeProcessHandle","596","3960",".","0","","System.Diagnostics.ProcessModule (Agent.Listener.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","54680","54680","61296640","61296640","250448","250448","74338304","74338304","75075584","75075584","634904576","2203953127424","True","AboveNormal","61296640","61296640","00:00:06.7343750","Agent.Listener","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:23:49",,"System.Diagnostics.ProcessThreadCollection","00:00:32.9218750","00:00:26.1875000","606330880","2203924553728","False",,,,"59355136","59355136",,
"Agent.Listener","0","598","2203924844544","53829632","55074816","54952","C:\azagent\A4\bin\Agent.Listener.exe","Agent.Listener","31.203125","2.186.1.0","2.186.1","Agent.Listener","Agent.Listener","Process","10",,"False",,"5660","Microsoft.Win32.SafeHandles.SafeProcessHandle","598","7980",".","0","","System.Diagnostics.ProcessModule (Agent.Listener.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","54952","54952","55074816","55074816","250448","250448","72257536","72257536","73306112","73306112","634605568","2203952828416","True","AboveNormal","55074816","55074816","00:00:06.6093750","Agent.Listener","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:23:49",,"System.Diagnostics.ProcessThreadCollection","00:00:31.2031250","00:00:24.5937500","606621696","2203924844544","False",,,,"53829632","53829632",,
"AgentService","0","273","117927936","5144576","9838592","15968","C:\azagent\A4\bin\AgentService.exe","","0.421875","1.0.0.0","1.0.0.0","AgentService","AgentService","Process","8",,"False",,"4672","Microsoft.Win32.SafeHandles.SafeProcessHandle","273","7728",".","0","","System.Diagnostics.ProcessModule (AgentService.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15968","15968","9838592","9838592","164808","164808","10293248","10293248","14946304","14946304","130265088","130265088","True","Normal","9838592","9838592","00:00:00.2500000","AgentService","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:23:49",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4218750","00:00:00.1718750","117927936","117927936","False",,,,"5144576","5144576",,
"AgentService","0","278","117706752","5136384","9773056","15696","C:\azagent\A3\bin\AgentService.exe","","0.234375","1.0.0.0","1.0.0.0","AgentService","AgentService","Process","8",,"False",,"5844","Microsoft.Win32.SafeHandles.SafeProcessHandle","278","8840",".","0","","System.Diagnostics.ProcessModule (AgentService.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15696","15696","9773056","9773056","164824","164824","10231808","10231808","14942208","14942208","130265088","130265088","True","Normal","9773056","9773056","00:00:00.1406250","AgentService","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:23:49",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2343750","00:00:00.0937500","117706752","117706752","False",,,,"5136384","5136384",,
"ApMsgFwd","1","149","4410302464","1806336","1863680","10736","C:\WINDOWS\system32\DellTPad\ApMsgFwd.exe","Alps Electric Co., Ltd.","231.875","8, 1, 0, 157","8, 1, 0, 157","ApMsgFwd","ApMsgFwd","Process","8",,"False",,"5756","Microsoft.Win32.SafeHandles.SafeProcessHandle","149","8320",".","0","","System.Diagnostics.ProcessModule (ApMsgFwd.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10736","10736","1863680","1863680","156368","156368","1925120","1925120","8519680","8519680","117432320","4412399616","True","Normal","1863680","1863680","00:03:02.8593750","ApMsgFwd","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:01",,"System.Diagnostics.ProcessThreadCollection","00:03:51.8750000","00:00:49.0156250","115335168","4410302464","False",,,,"1806336","1806336",,
"ApntEx","1","153","4404305920","2682880","1740800","9984","C:\WINDOWS\system32\DellTPad\Apntex.exe","Alps Electric Co., Ltd.","0.125","8, 1, 0, 139","8, 1, 0, 139","Alps Pointing-device Driver for Windows","Alps Pointing-device Driver for Windows","Process","8",,"False",,"5372","Microsoft.Win32.SafeHandles.SafeProcessHandle","153","8768",".","0","","System.Diagnostics.ProcessModule (Apntex.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9984","9984","1740800","1740800","144872","144872","1798144","1798144","7532544","7532544","112566272","4407533568","True","Normal","1740800","1740800","00:00:00.1093750","ApntEx","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:02",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1250000","00:00:00.0156250","109338624","4404305920","False",,,,"2682880","2682880",,
"Apoint","1","310","2203457429504","5230592","3424256","16416","C:\WINDOWS\system32\DellTPad\Apoint.exe","Alps Electric Co., Ltd.","34.0625","10.1.102.555","10.1.102.555","Alps Pointing-device Driver","Alps Pointing-device Driver","Process","8",,"False",,"5736","Microsoft.Win32.SafeHandles.SafeProcessHandle","310","7804",".","0","","System.Diagnostics.ProcessModule (Apoint.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16416","16416","3424256","3424256","208824","208824","3809280","3809280","19197952","19197952","151810048","2203470032896","True","Normal","3424256","3424256","00:00:29.3125000","Apoint","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:01",,"System.Diagnostics.ProcessThreadCollection","00:00:34.0625000","00:00:04.7500000","139206656","2203457429504","False",,,,"5230592","5230592",,
"ApplicationFrameHost","1","507","2203593728000","31707136","26464256","30048","C:\WINDOWS\system32\ApplicationFrameHost.exe","Microsoft Corporation","4.21875","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Application Frame Host","Microsoft? Windows? Operating System","Process","8",,"False",,"5832","Microsoft.Win32.SafeHandles.SafeProcessHandle","507","6952",".","7734432","Settings","System.Diagnostics.ProcessModule (ApplicationFrameHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","30048","30048","26464256","26464256","415416","415416","38858752","38858752","44486656","44486656","288997376","2203607220224","True","Normal","26464256","26464256","00:00:02.3906250","ApplicationFrameHost","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:25:04",,"System.Diagnostics.ProcessThreadCollection","00:00:04.2187500","00:00:01.8281250","275505152","2203593728000","False",,,,"31707136","31707136",,
"ApRemote","1","75","4373204992","905216","827392","5224","C:\WINDOWS\system32\DellTPad\ApRemote.exe","Alps Electric Co., Ltd.","0.03125","10.1.101.6","10.1.101.6","ApRemote","Alps Pointing-device Driver","Process","8",,"False",,"5768","Microsoft.Win32.SafeHandles.SafeProcessHandle","75","8608",".","0","","System.Diagnostics.ProcessModule (ApRemote.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","5224","5224","827392","827392","85392","85392","880640","880640","4390912","4390912","80334848","4375302144","True","Normal","827392","827392","00:00:00.0312500","ApRemote","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:01",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00","78237696","4373204992","False",,,,"905216","905216",,
"armsvc","0","132","37773312","6709248","1269760","9096","C:\Program Files (x86)\Common Files\Adobe\ARM\1.0\armsvc.exe","Adobe Systems Incorporated","0.015625","1.802.11.4130","1.802.11.4130","Adobe Acrobat Update Service","Adobe Acrobat Update Service","Process","8",,"False",,"5804","Microsoft.Win32.SafeHandles.SafeProcessHandle","132","19900",".","0","","System.Diagnostics.ProcessModule (armsvc.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9096","9096","1269760","1269760","77400","77400","1531904","1531904","7426048","7426048","42905600","42905600","True","Normal","1269760","1269760","00:00:00.0156250","armsvc","255","True","0","System.Diagnostics.ProcessStartInfo","02-06-2021 11:15:05",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00","37773312","37773312","False",,,,"6709248","6709248",,
"audiodg","0","390","2203641589760","49766400","71155712","34760","C:\WINDOWS\system32\AUDIODG.EXE","Microsoft Corporation","2473.875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Windows Audio Device Graph Isolation ","Microsoft? Windows? Operating System","Process","8",,"False",,"5740","Microsoft.Win32.SafeHandles.SafeProcessHandle","390","16184",".","0","","System.Diagnostics.ProcessModule (AUDIODG.EXE)","14684160","13475840","System.Diagnostics.ProcessModuleCollection","34760","34760","71155712","71155712","369184","369184","153739264","153739264","112017408","112017408","424484864","2203742707712","True","Normal","71155712","71155712","00:08:04.1875000","audiodg","255","True","0","System.Diagnostics.ProcessStartInfo","01-06-2021 11:29:38",,"System.Diagnostics.ProcessThreadCollection","00:41:13.8750000","00:33:09.6875000","323366912","2203641589760","False",,,,"49766400","49766400",,
"bcmHostControlService","0","159","4373405696","2506752","3088384","10096","C:\WINDOWS\System32\bcmHostControlService.exe","Broadcom Corporation","1.4375","5.4.14.11","5.4.14.11","Host Control Application","Broadcom CV Host Component 1.0","Process","8",,"False",,"676","Microsoft.Win32.SafeHandles.SafeProcessHandle","159","4528",".","0","","System.Diagnostics.ProcessModule (bcmHostControlService.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10096","10096","3088384","3088384","92744","92744","3477504","3477504","9060352","9060352","86827008","4381794304","True","Normal","3088384","3088384","00:00:00.9843750","bcmHostControlService","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:25",,"System.Diagnostics.ProcessThreadCollection","00:00:01.4375000","00:00:00.4531250","78438400","4373405696","False",,,,"2506752","2506752",,
"bcmHostStorageService","0","169","4374175744","3342336","2469888","10504","C:\WINDOWS\System32\bcmHostStorageService.exe","Broadcom Corporation","1.640625","5.4.14.11","5.4.14.11","Host Storage Application","Broadcom CV Host Component 1.0","Process","8",,"False",,"6068","Microsoft.Win32.SafeHandles.SafeProcessHandle","169","4536",".","0","","System.Diagnostics.ProcessModule (bcmHostStorageService.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10504","10504","2469888","2469888","92680","92680","3629056","3629056","10362880","10362880","87269376","4382236672","True","Normal","2469888","2469888","00:00:00.9062500","bcmHostStorageService","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:25",,"System.Diagnostics.ProcessThreadCollection","00:00:01.6406250","00:00:00.7343750","79208448","4374175744","False",,,,"3342336","3342336",,
"bcmUshUpgradeService","0","218","4416942080","27328512","26861568","11320","C:\WINDOWS\System32\bcmUshUpgradeService.exe",,"1.46875",,,,,"Process","8",,"False",,"5828","Microsoft.Win32.SafeHandles.SafeProcessHandle","218","2864",".","0","","System.Diagnostics.ProcessModule (bcmUshUpgradeService.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11320","11320","26861568","26861568","178944","178944","27549696","27549696","27361280","27361280","130363392","4425330688","True","Normal","26861568","26861568","00:00:00.7656250","bcmUshUpgradeService","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:25",,"System.Diagnostics.ProcessThreadCollection","00:00:01.4687500","00:00:00.7031250","121974784","4416942080","False",,,,"27328512","27328512",,
"chrome","1","288","2311116898304","78962688","45891584","16920","C:\Program Files\Google\Chrome\Application\chrome.exe","Google LLC","1.890625","90.0.4430.212","90.0.4430.212","Google Chrome","Google Chrome","Process","4",,"False",,"5928","Microsoft.Win32.SafeHandles.SafeProcessHandle","288","296",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16920","16920","45891584","45891584","526568","526568","57647104","57647104","92860416","92860416","341250048","2315328622592","True","Idle","45891584","45891584","00:00:00.1093750","chrome","255","True","1","System.Diagnostics.ProcessStartInfo","03-06-2021 14:17:51",,"System.Diagnostics.ProcessThreadCollection","00:00:01.8906250","00:00:01.7812500","424493056","2311116898304","False",,,,"78962688","78962688",,
"chrome","1","197","2311038447616","19812352","15994880","13248","C:\Program Files\Google\Chrome\Application\chrome.exe","Google LLC","0.015625","90.0.4430.212","90.0.4430.212","Google Chrome","Google Chrome","Process","8",,"False",,"5964","Microsoft.Win32.SafeHandles.SafeProcessHandle","197","816",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13248","13248","15994880","15994880","523632","523632","16039936","16039936","19816448","19816448","354398208","2315341770752","True","Normal","15994880","15994880","00:00:00.0156250","chrome","255","True","1","System.Diagnostics.ProcessStartInfo","03-06-2021 14:29:11",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00","346042368","2311038447616","False",,,,"19812352","19812352",,
"chrome","1","245","2311104069632","34791424","21327872","15152","C:\Program Files\Google\Chrome\Application\chrome.exe","Google LLC","0.953125","90.0.4430.212","90.0.4430.212","Google Chrome","Google Chrome","Process","4",,"False",,"5988","Microsoft.Win32.SafeHandles.SafeProcessHandle","245","840",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15152","15152","21327872","21327872","528648","528648","23814144","23814144","41996288","41996288","341250048","2315328622592","True","Idle","21327872","21327872","00:00:00.3125000","chrome","255","True","1","System.Diagnostics.ProcessStartInfo","02-06-2021 11:28:06",,"System.Diagnostics.ProcessThreadCollection","00:00:00.9531250","00:00:00.6406250","411664384","2311104069632","False",,,,"34791424","34791424",,
"chrome","1","239","2311106179072","107442176","116457472","15424","C:\Program Files\Google\Chrome\Application\chrome.exe","Google LLC","76.125","90.0.4430.212","90.0.4430.212","Google Chrome","Google Chrome","Process","8",,"False",,"6160","Microsoft.Win32.SafeHandles.SafeProcessHandle","239","2020",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15424","15424","116457472","116457472","491680","491680","246652928","246652928","248807424","248807424","341250048","2315328622592","True","Normal","116457472","116457472","00:00:12.9375000","chrome","255","True","1","System.Diagnostics.ProcessStartInfo","01-06-2021 09:37:06",,"System.Diagnostics.ProcessThreadCollection","00:01:16.1250000","00:01:03.1875000","413773824","2311106179072","False",,,,"107442176","107442176",,
"chrome","1","329","2326191218688","138661888","114909184","20456","C:\Program Files\Google\Chrome\Application\chrome.exe","Google LLC","10.4375","90.0.4430.212","90.0.4430.212","Google Chrome","Google Chrome","Process","4",,"False",,"6192","Microsoft.Win32.SafeHandles.SafeProcessHandle","329","4196",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20456","20456","114909184","114909184","565464","565464","171732992","171732992","199548928","199548928","-1634897920","2334827311104","True","Idle","114909184","114909184","00:00:00.9218750","chrome","255","True","1","System.Diagnostics.ProcessStartInfo","03-06-2021 14:11:01",,"System.Diagnostics.ProcessThreadCollection","00:00:10.4375000","00:00:09.5156250","-1681055744","2326191218688","False",,,,"138661888","138661888",,
"chrome","1","307","2311118450688","62148608","34877440","17464","C:\Program Files\Google\Chrome\Application\chrome.exe","Google LLC","1.765625","90.0.4430.212","90.0.4430.212","Google Chrome","Google Chrome","Process","4",,"False",,"6224","Microsoft.Win32.SafeHandles.SafeProcessHandle","307","5336",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17464","17464","34877440","34877440","532160","532160","46120960","46120960","76414976","76414976","341250048","2315328622592","True","Idle","34877440","34877440","00:00:00.2031250","chrome","255","True","1","System.Diagnostics.ProcessStartInfo","03-06-2021 14:11:41",,"System.Diagnostics.ProcessThreadCollection","00:00:01.7656250","00:00:01.5625000","426045440","2311118450688","False",,,,"62148608","62148608",,
"chrome","1","286","2311129567232","69267456","36552704","18008","C:\Program Files\Google\Chrome\Application\chrome.exe","Google LLC","1.953125","90.0.4430.212","90.0.4430.212","Google Chrome","Google Chrome","Process","4",,"False",,"6256","Microsoft.Win32.SafeHandles.SafeProcessHandle","286","6632",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18008","18008","36552704","36552704","566160","566160","53321728","53321728","94855168","94855168","341250048","2315328622592","True","Idle","36552704","36552704","00:00:00.3437500","chrome","255","True","1","System.Diagnostics.ProcessStartInfo","03-06-2021 14:18:42",,"System.Diagnostics.ProcessThreadCollection","00:00:01.9531250","00:00:01.6093750","437161984","2311129567232","False",,,,"69267456","69267456",,
"chrome","1","245","2311128137728","51417088","52051968","16376","C:\Program Files\Google\Chrome\Application\chrome.exe","Google LLC","95.84375","90.0.4430.212","90.0.4430.212","Google Chrome","Google Chrome","Process","8",,"False",,"6288","Microsoft.Win32.SafeHandles.SafeProcessHandle","245","7912",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16376","16376","52051968","52051968","498088","498088","86355968","86355968","98353152","98353152","341250048","2315328622592","True","Normal","52051968","52051968","00:00:18.2187500","chrome","255","True","1","System.Diagnostics.ProcessStartInfo","01-06-2021 09:37:06",,"System.Diagnostics.ProcessThreadCollection","00:01:35.8437500","00:01:17.6250000","435732480","2311128137728","False",,,,"51417088","51417088",,
"chrome","1","231","2311095676928","40976384","21422080","14880","C:\Program Files\Google\Chrome\Application\chrome.exe","Google LLC","2.671875","90.0.4430.212","90.0.4430.212","Google Chrome","Google Chrome","Process","4",,"False",,"6320","Microsoft.Win32.SafeHandles.SafeProcessHandle","231","9520",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14880","14880","21422080","21422080","516352","516352","23433216","23433216","41984000","41984000","341250048","2315328622592","True","Idle","21422080","21422080","00:00:00.4843750","chrome","255","True","1","System.Diagnostics.ProcessStartInfo","03-06-2021 14:11:41",,"System.Diagnostics.ProcessThreadCollection","00:00:02.6718750","00:00:02.1875000","403271680","2311095676928","False",,,,"40976384","40976384",,
"chrome","1","284","2306763345920","9859072","14508032","17192","C:\Program Files\Google\Chrome\Application\chrome.exe","Google LLC","77.9375","90.0.4430.212","90.0.4430.212","Google Chrome","Google Chrome","Process","8",,"False",,"6352","Microsoft.Win32.SafeHandles.SafeProcessHandle","284","9668",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17192","17192","14508032","14508032","571136","571136","14733312","14733312","17465344","17465344","416292864","2306813730816","True","Normal","14508032","14508032","00:00:20.4062500","chrome","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 22:24:43",,"System.Diagnostics.ProcessThreadCollection","00:01:17.9375000","00:00:57.5312500","365907968","2306763345920","False",,,,"9859072","9859072",,
"chrome","1","266","2311129268224","37683200","23912448","15424","C:\Program Files\Google\Chrome\Application\chrome.exe","Google LLC","1.078125","90.0.4430.212","90.0.4430.212","Google Chrome","Google Chrome","Process","4",,"False",,"6384","Microsoft.Win32.SafeHandles.SafeProcessHandle","266","9844",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15424","15424","23912448","23912448","524552","524552","31154176","31154176","52391936","52391936","358060032","2315345432576","True","Idle","23912448","23912448","00:00:00.3281250","chrome","255","True","1","System.Diagnostics.ProcessStartInfo","02-06-2021 10:25:47",,"System.Diagnostics.ProcessThreadCollection","00:00:01.0781250","00:00:00.7500000","436862976","2311129268224","False",,,,"37683200","37683200",,
"chrome","1","281","2311115952128","62369792","33718272","16648","C:\Program Files\Google\Chrome\Application\chrome.exe","Google LLC","66.078125","90.0.4430.212","90.0.4430.212","Google Chrome","Google Chrome","Process","4",,"False",,"6416","Microsoft.Win32.SafeHandles.SafeProcessHandle","281","11412",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16648","16648","33718272","33718272","545200","545200","76980224","76980224","104968192","104968192","341250048","2315328622592","True","Idle","33718272","33718272","00:00:06.0312500","chrome","255","True","1","System.Diagnostics.ProcessStartInfo","02-06-2021 11:30:38",,"System.Diagnostics.ProcessThreadCollection","00:01:06.0781250","00:01:00.0468750","423546880","2311115952128","False",,,,"62369792","62369792",,
"chrome","1","3169","2307326164992","308834304","304820224","103720","C:\Program Files\Google\Chrome\Application\chrome.exe","Google LLC","3218.234375","90.0.4430.212","90.0.4430.212","Google Chrome","Google Chrome","Process","8",,"False",,"6448","Microsoft.Win32.SafeHandles.SafeProcessHandle","3169","11596",".","197070","powershell command to change into admin - Google Search - Google Chrome","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","103720","103720","304820224","304820224","1441720","1441720","522186752","522186752","462213120","462213120","1321816064","2307719254016","True","Normal","304820224","304820224","00:26:34.2812500","chrome","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:20",,"System.Diagnostics.ProcessThreadCollection","00:53:38.2343750","00:27:03.9531250","928727040","2307326164992","False",,,,"308834304","308834304",,
"chrome","1","348","2272189005824","2441216","6352896","9512","C:\Program Files\Google\Chrome\Application\chrome.exe","Google LLC","0.703125","90.0.4430.212","90.0.4430.212","Google Chrome","Google Chrome","Process","8",,"False",,"6168","Microsoft.Win32.SafeHandles.SafeProcessHandle","348","11612",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9512","9512","6352896","6352896","127648","127648","6443008","6443008","7561216","7561216","183349248","2272221048832","True","Normal","6352896","6352896","00:00:00.3906250","chrome","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:20",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7031250","00:00:00.3125000","151306240","2272189005824","False",,,,"2441216","2441216",,
